cluster_id,pilot_id,complex_name,addr_legal,addr_road,approval_date,dong_token,alias_applied,sigunguCd,bjdongCd,platGbCd,bun,ji,bjd10,query_variant,variant_of,query_key,parse_status,lookup_status,code_source,needs_review,needs_map_check,dup_cluster_ids,note
A10024841,DEV-DONGTAN2,동탄2LH행복주택35단지,경기도 화성동탄구 산척동 747,경기도 화성시 동탄순환대로10길 42,2020-06-19,산척동,,41597,11000,0,0747,0000,4159711000,new,,41597-11000-0-0747-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024841,
A10024841,DEV-DONGTAN2,동탄2LH행복주택35단지,경기도 화성동탄구 산척동 747,경기도 화성시 동탄순환대로10길 42,2020-06-19,산척동,,41590,13500,0,0747,0000,4159013500,legacy,A10024841,41590-13500-0-0747-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024841,
A10024759,DEV-DONGTAN2,동탄2A63블럭 센트럴써밋,경기도 화성동탄구 산척동 155-13,경기도 화성시 동탄신리천로 786,2020-07-08,산척동,,41597,11000,0,0155,0013,4159711000,new,,41597-11000-0-0155-0013,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024759,
A10024759,DEV-DONGTAN2,동탄2A63블럭 센트럴써밋,경기도 화성동탄구 산척동 155-13,경기도 화성시 동탄신리천로 786,2020-07-08,산척동,,41590,13500,0,0155,0013,4159013500,legacy,A10024759,41590-13500-0-0155-0013,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024759,
A10024732,DEV-DONGTAN2,동탄2 하우스디 NHF아파트,경기도 화성동탄구 산척동 743,경기도 화성시 동탄순환대로12길 67,2020-08-06,산척동,,41597,11000,0,0743,0000,4159711000,new,,41597-11000-0-0743-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024732,
A10024732,DEV-DONGTAN2,동탄2 하우스디 NHF아파트,경기도 화성동탄구 산척동 743,경기도 화성시 동탄순환대로12길 67,2020-08-06,산척동,,41590,13500,0,0743,0000,4159013500,legacy,A10024732,41590-13500-0-0743-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024732,
A10024706,DEV-DONGTAN2,동탄2 LH2단지 A4-1블럭 행복주택,경기도 화성동탄구 영천동 17-78,경기도 화성시 동탄영천로 108-21,2020-08-13,영천동,,41597,10600,0,0017,0078,4159710600,new,,41597-10600-0-0017-0078,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024706,
A10024706,DEV-DONGTAN2,동탄2 LH2단지 A4-1블럭 행복주택,경기도 화성동탄구 영천동 17-78,경기도 화성시 동탄영천로 108-21,2020-08-13,영천동,,41590,13100,0,0017,0078,4159013100,legacy,A10024706,41590-13100-0-0017-0078,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024706,
A10024525,DEV-DONGTAN2,한화포레나동탄호수,경기도 화성동탄구 장지동 921,경기도 화성시 동탄순환대로4길 11,2020-09-28,장지동,,41597,11100,0,0921,0000,4159711100,new,,41597-11100-0-0921-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024525,
A10024525,DEV-DONGTAN2,한화포레나동탄호수,경기도 화성동탄구 장지동 921,경기도 화성시 동탄순환대로4길 11,2020-09-28,장지동,,41590,13600,0,0921,0000,4159013600,legacy,A10024525,41590-13600-0-0921-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024525,
A10024592,DEV-DONGTAN2,동탄2LH35단지,경기도 화성동탄구 산척동 748,경기도 화성시 동탄순환대로10길 30-23,2020-10-16,산척동,,41597,11000,0,0748,0000,4159711000,new,,41597-11000-0-0748-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024592,
A10024592,DEV-DONGTAN2,동탄2LH35단지,경기도 화성동탄구 산척동 748,경기도 화성시 동탄순환대로10길 30-23,2020-10-16,산척동,,41590,13500,0,0748,0000,4159013500,legacy,A10024592,41590-13500-0-0748-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024592,
A10024496,DEV-DONGTAN2,동탄호수공원 경기행복주택,경기도 화성동탄구 산척동 750,경기도 화성시 동탄순환대로10길 20,2020-10-16,산척동,,41597,11000,0,0750,0000,4159711000,new,,41597-11000-0-0750-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024496,
A10024496,DEV-DONGTAN2,동탄호수공원 경기행복주택,경기도 화성동탄구 산척동 750,경기도 화성시 동탄순환대로10길 20,2020-10-16,산척동,,41590,13500,0,0750,0000,4159013500,legacy,A10024496,41590-13500-0-0750-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024496,
A10024530,DEV-DONGTAN2,동원로얄듀크포레4차,경기도 화성동탄구 영천동 79-5,경기도 화성시 동탄첨단산업2로 88,2020-10-21,영천동,,41597,10600,0,0079,0005,4159710600,new,,41597-10600-0-0079-0005,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024530,
A10024530,DEV-DONGTAN2,동원로얄듀크포레4차,경기도 화성동탄구 영천동 79-5,경기도 화성시 동탄첨단산업2로 88,2020-10-21,영천동,,41590,13100,0,0079,0005,4159013100,legacy,A10024530,41590-13100-0-0079-0005,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024530,
A10024467,DEV-DONGTAN2,힐스테이트동탄역,경기도 화성동탄구 영천동 833,경기도 화성시 동탄기흥로 585,2020-12-23,영천동,,41597,10600,0,0833,0000,4159710600,new,,41597-10600-0-0833-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024467,
A10024467,DEV-DONGTAN2,힐스테이트동탄역,경기도 화성동탄구 영천동 833,경기도 화성시 동탄기흥로 585,2020-12-23,영천동,,41590,13100,0,0833,0000,4159013100,legacy,A10024467,41590-13100-0-0833-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024467,
A10024368,DEV-DONGTAN2,동탄역 대방디엠시티 더 센텀 아파트,경기도 화성동탄구 영천동 3-3,경기도 화성시 동탄대로 636-14,2021-01-28,영천동,,41597,10600,0,0003,0003,4159710600,new,,41597-10600-0-0003-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024368,
A10024368,DEV-DONGTAN2,동탄역 대방디엠시티 더 센텀 아파트,경기도 화성동탄구 영천동 3-3,경기도 화성시 동탄대로 636-14,2021-01-28,영천동,,41590,13100,0,0003,0003,4159013100,legacy,A10024368,41590-13100-0-0003-0003,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024368,
A10024290,DEV-DONGTAN2,동탄역파라곤 아파트,경기도 화성동탄구 여울동 985,경기도 화성시 동탄기흥로 393-20,2021-02-25,여울동,,41597,11500,0,0985,0000,4159711500,new,,41597-11500-0-0985-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024290,
A10024290,DEV-DONGTAN2,동탄역파라곤 아파트,경기도 화성동탄구 여울동 985,경기도 화성시 동탄기흥로 393-20,2021-02-25,여울동,,41590,,0,0985,0000,,legacy,A10024290,41590--0-0985-0000,SUCCESS,MISS,,True,False,A10024290,
A10024177,DEV-DONGTAN2,동탄호수우남더테라스,경기도 화성동탄구 장지동 964,경기도 화성시 동탄대로4길 18,2021-07-29,장지동,,41597,11100,0,0964,0000,4159711100,new,,41597-11100-0-0964-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024177,
A10024177,DEV-DONGTAN2,동탄호수우남더테라스,경기도 화성동탄구 장지동 964,경기도 화성시 동탄대로4길 18,2021-07-29,장지동,,41590,13600,0,0964,0000,4159013600,legacy,A10024177,41590-13600-0-0964-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024177,
A10024111,DEV-DONGTAN2,동탄호수공원리슈빌아파트,경기도 화성동탄구 장지동 924,경기도 화성시 동탄대로3길 34,2021-09-29,장지동,,41597,11100,0,0924,0000,4159711100,new,,41597-11100-0-0924-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024111,
A10024111,DEV-DONGTAN2,동탄호수공원리슈빌아파트,경기도 화성동탄구 장지동 924,경기도 화성시 동탄대로3길 34,2021-09-29,장지동,,41590,13600,0,0924,0000,4159013600,legacy,A10024111,41590-13600-0-0924-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024111,
A10024091,DEV-DONGTAN2,동탄호수하우스디아파트,경기도 화성동탄구 장지동 917,경기도 화성시 동탄대로1길 66,2021-10-21,장지동,,41597,11100,0,0917,0000,4159711100,new,,41597-11100-0-0917-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024091,
A10024091,DEV-DONGTAN2,동탄호수하우스디아파트,경기도 화성동탄구 장지동 917,경기도 화성시 동탄대로1길 66,2021-10-21,장지동,,41590,13600,0,0917,0000,4159013600,legacy,A10024091,41590-13600-0-0917-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10024091,
A10024076,DEV-DONGTAN2,동탄역유림노르웨이숲아파트,경기도 화성동탄구 여울동 978,경기도 화성시 동탄감배산로 143,2021-10-26,여울동,,41597,11500,0,0978,0000,4159711500,new,,41597-11500-0-0978-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024076,
A10024076,DEV-DONGTAN2,동탄역유림노르웨이숲아파트,경기도 화성동탄구 여울동 978,경기도 화성시 동탄감배산로 143,2021-10-26,여울동,,41590,,0,0978,0000,,legacy,A10024076,41590--0-0978-0000,SUCCESS,MISS,,True,False,A10024076,
A10023757,DEV-DONGTAN2,동탄2 LH40단지,경기도 화성동탄구 신동 818,경기도 화성시 동탄신리천로8길 15,2022-06-15,신동,,41597,10800,0,0818,0000,4159710800,new,,41597-10800-0-0818-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023757,
A10023757,DEV-DONGTAN2,동탄2 LH40단지,경기도 화성동탄구 신동 818,경기도 화성시 동탄신리천로8길 15,2022-06-15,신동,,41590,13300,0,0818,0000,4159013300,legacy,A10023757,41590-13300-0-0818-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10023757,
A10023650,DEV-DONGTAN2,동탄2 디에트르 포레,경기도 화성동탄구 신동 185-1,경기도 화성시 동탄신리천로2길 65,2022-09-01,신동,,41597,10800,0,0185,0001,4159710800,new,,41597-10800-0-0185-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023650,
A10023650,DEV-DONGTAN2,동탄2 디에트르 포레,경기도 화성동탄구 신동 185-1,경기도 화성시 동탄신리천로2길 65,2022-09-01,신동,,41590,13300,0,0185,0001,4159013300,legacy,A10023650,41590-13300-0-0185-0001,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10023650,
A10023573,DEV-DONGTAN2,동탄역삼정그린코아더베스트,경기도 화성동탄구 여울동 975,경기도 화성시 동탄광역환승로 62,2022-10-14,여울동,,41597,11500,0,0975,0000,4159711500,new,,41597-11500-0-0975-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023573,
A10023573,DEV-DONGTAN2,동탄역삼정그린코아더베스트,경기도 화성동탄구 여울동 975,경기도 화성시 동탄광역환승로 62,2022-10-14,여울동,,41590,,0,0975,0000,,legacy,A10023573,41590--0-0975-0000,SUCCESS,MISS,,True,False,A10023573,
A10023459,DEV-DONGTAN2,호반써밋 동탄 아파트,경기도 화성동탄구 신동,경기도 화성시 동탄신리천로4길 48,2022-12-27,신동,,41597,10800,0,0000,0000,4159710800,new,,41597-10800-0-0000-0000,FAIL,SUCCESS,code_go_kr:active,False,False,A10023459|A10023273|A10022595,DUP_COUNT: 3
A10023459,DEV-DONGTAN2,호반써밋 동탄 아파트,경기도 화성동탄구 신동,경기도 화성시 동탄신리천로4길 48,2022-12-27,신동,,41590,13300,0,0000,0000,4159013300,legacy,A10023459,41590-13300-0-0000-0000,FAIL,SUCCESS,code_go_kr:abolished,True,False,A10023459|A10023273|A10022595,DUP_COUNT: 3
A10023345,DEV-DONGTAN2,동탄역헤리엇아파트,경기도 화성동탄구 여울동 1023,경기도 화성시 동탄역로 54,2023-02-14,여울동,,41597,11500,0,1023,0000,4159711500,new,,41597-11500-0-1023-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023345,
A10023345,DEV-DONGTAN2,동탄역헤리엇아파트,경기도 화성동탄구 여울동 1023,경기도 화성시 동탄역로 54,2023-02-14,여울동,,41590,,0,1023,0000,,legacy,A10023345,41590--0-1023-0000,SUCCESS,MISS,,True,False,A10023345,
A10023273,DEV-DONGTAN2,화성동탄2LH행복주택38단지,경기도 화성동탄구 신동 747,경기도 화성시 동탄신리천로5길 90,2023-04-10,신동,,41597,10800,0,0747,0000,4159710800,new,,41597-10800-0-0747-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023273,
A10023273,DEV-DONGTAN2,화성동탄2LH행복주택38단지,경기도 화성동탄구 신동 747,경기도 화성시 동탄신리천로5길 90,2023-04-10,신동,,41590,13300,0,0747,0000,4159013300,legacy,A10023273,41590-13300-0-0747-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10023273,
A10022628,DEV-DONGTAN2,화성동탄로렌하우스,경기도 화성동탄구 신동 358-3,경기도 화성시 동탄신리천로6길 23,2023-07-28,신동,,41597,10800,0,0358,0003,4159710800,new,,41597-10800-0-0358-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022628,
A10022628,DEV-DONGTAN2,화성동탄로렌하우스,경기도 화성동탄구 신동 358-3,경기도 화성시 동탄신리천로6길 23,2023-07-28,신동,,41590,13300,0,0358,0003,4159013300,legacy,A10022628,41590-13300-0-0358-0003,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10022628,
A10022882,DEV-DONGTAN2,동탄(2) 38단지 행복주택,경기도 화성동탄구 신동 111-1,경기도 화성시 동탄신리천로5가길 35,2023-11-20,신동,,41597,10800,0,0111,0001,4159710800,new,,41597-10800-0-0111-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022882,
A10022882,DEV-DONGTAN2,동탄(2) 38단지 행복주택,경기도 화성동탄구 신동 111-1,경기도 화성시 동탄신리천로5가길 35,2023-11-20,신동,,41590,13300,0,0111,0001,4159013300,legacy,A10022882,41590-13300-0-0111-0001,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10022882,
A10022646,DEV-DONGTAN2,e편한세상 동탄호수,경기도 화성동탄구 장지동 970,경기도 화성시 동탄순환대로8길 27,2024-04-12,장지동,,41597,11100,0,0970,0000,4159711100,new,,41597-11100-0-0970-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022646,
A10022646,DEV-DONGTAN2,e편한세상 동탄호수,경기도 화성동탄구 장지동 970,경기도 화성시 동탄순환대로8길 27,2024-04-12,장지동,,41590,13600,0,0970,0000,4159013600,legacy,A10022646,41590-13600-0-0970-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10022646,
A10022611,DEV-DONGTAN2,제일풍경채 퍼스티어,경기도 화성동탄구 신동 157,경기도 화성시 동탄신리천로 618,2024-04-30,신동,,41597,10800,0,0157,0000,4159710800,new,,41597-10800-0-0157-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10022611,
A10022611,DEV-DONGTAN2,제일풍경채 퍼스티어,경기도 화성동탄구 신동 157,경기도 화성시 동탄신리천로 618,2024-04-30,신동,,41590,13300,0,0157,0000,4159013300,legacy,A10022611,41590-13300-0-0157-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10022611,
A41574404,DEV-GIMPO-HANGANG,우남퍼스트빌,경기도 김포시 장기동 2065-1,경기도 김포시 김포한강2로 103,2011-06-15,장기동,,41570,10400,0,2065,0001,4157010400,primary,,41570-10400-0-2065-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574404,
A41574405,DEV-GIMPO-HANGANG,쌍용예가,경기도 김포시 장기동 2004-4,경기도 김포시 김포한강2로 11,2011-06-29,장기동,,41570,10400,0,2004,0004,4157010400,primary,,41570-10400-0-2004-0004,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574405,
A41574406,DEV-GIMPO-HANGANG,김포한강 수정마을2단지,경기도 김포시 장기동 2000-3,경기도 김포시 김포한강2로 12,2011-07-12,장기동,,41570,10400,0,2000,0003,4157010400,primary,,41570-10400-0-2000-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574406,
A41576911,DEV-GIMPO-HANGANG,김포한가람우미린,경기도 김포시 구래동 6873-8,경기도 김포시 김포한강5로 417,2011-10-28,구래동,,41570,10900,0,6873,0008,4157010900,primary,,41570-10900-0-6873-0008,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576911,
A41574410,DEV-GIMPO-HANGANG,고창마을KCC스위첸,경기도 김포시 장기동 1886-2,경기도 김포시 김포한강2로 208,2011-10-31,장기동,,41570,10400,0,1886,0002,4157010400,primary,,41570-10400-0-1886-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574410,
A41576912,DEV-GIMPO-HANGANG,김포한강LH솔터마을2단지,경기도 김포시 마산동 615-1,경기도 김포시 김포한강8로 331,2011-11-18,마산동,,41570,10800,0,0615,0001,4157010800,primary,,41570-10800-0-0615-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576912,
A41574409,DEV-GIMPO-HANGANG,한강신도시중흥S-클래스파크애비뉴,경기도 김포시 장기동 1866-1,경기도 김포시 김포한강2로 362,2012-02-08,장기동,,41570,10400,0,1866,0001,4157010400,primary,,41570-10400-0-1866-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574409,
A41574407,DEV-GIMPO-HANGANG,초당마을래미안한강,경기도 김포시 장기동 2071-2,경기도 김포시 김포한강2로 69,2012-02-21,장기동,,41570,10400,0,2071,0002,4157010400,primary,,41570-10400-0-2071-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574407,
A41574408,DEV-GIMPO-HANGANG,김포한양수자인리버팰리스,경기도 김포시 장기동 1885-10,경기도 김포시 김포한강3로 290-13,2012-02-28,장기동,,41570,10400,0,1885,0010,4157010400,primary,,41570-10400-0-1885-0010,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574408,
A41574202,DEV-GIMPO-HANGANG,일성트루엘타운하우스,경기도 김포시 운양동 1294-2,경기도 김포시 김포한강1로 307,2012-04-12,운양동,,41570,10300,0,1294,0002,4157010300,primary,,41570-10300-0-1294-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574202,
A41574411,DEV-GIMPO-HANGANG,한강현대성우오스타,경기도 김포시 장기동 1868-2,경기도 김포시 김포한강2로 292,2012-05-30,장기동,,41570,10400,0,1868,0002,4157010400,primary,,41570-10400-0-1868-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574411,
A41574413,DEV-GIMPO-HANGANG,한강호반베르디움,경기도 김포시 장기동 1885-6,경기도 김포시 김포한강2로 229,2012-06-15,장기동,,41570,10400,0,1885,0006,4157010400,primary,,41570-10400-0-1885-0006,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574413,
A41574203,DEV-GIMPO-HANGANG,화성파크드림,경기도 김포시 운양동 1325-7,경기도 김포시 김포한강11로 38,2012-06-25,운양동,,41570,10300,0,1325,0007,4157010300,primary,,41570-10300-0-1325-0007,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574203,
A41574412,DEV-GIMPO-HANGANG,초당마을중흥S클래스리버티,경기도 김포시 장기동 2058-1,경기도 김포시 김포한강2로 113,2012-06-28,장기동,,41570,10400,0,2058,0001,4157010400,primary,,41570-10400-0-2058-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574412,
A41574201,DEV-GIMPO-HANGANG,풍경마을한강신도시e편한세상,경기도 김포시 운양동 1250-3,경기도 김포시 김포한강11로 287,2012-07-13,운양동,,41570,10300,0,1250,0003,4157010300,primary,,41570-10300-0-1250-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574201,
A47172601,DEV-GIMPO-HANGANG,김포한강LH솔터마을3단지,경기도 김포시 마산동 614-10,경기도 김포시 김포한강8로 333,2012-11-23,마산동,,41570,10800,0,0614,0010,4157010800,primary,,41570-10800-0-0614-0010,SUCCESS,SUCCESS,code_go_kr:active,False,False,A47172601,
A41576913,DEV-GIMPO-HANGANG,구래역 한강리슈빌아파트 입주자대표회의,경기도 김포시 구래동 6888-2,경기도 김포시 김포한강8로 377,2012-12-27,구래동,,41570,10900,0,6888,0002,4157010900,primary,,41570-10900-0-6888-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576913,
A41576914,DEV-GIMPO-HANGANG,김포한강 경남아너스빌,경기도 김포시 마산동 639-8,경기도 김포시 김포한강8로 173-58,2013-01-10,마산동,,41570,10800,0,0639,0008,4157010800,primary,,41570-10800-0-0639-0008,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576914,
A41576915,DEV-GIMPO-HANGANG,호수마을e편한세상,경기도 김포시 구래동 6874-17,경기도 김포시 김포한강5로 385,2013-02-26,구래동,,41570,10900,0,6874,0017,4157010900,primary,,41570-10900-0-6874-0017,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576915,
A41576916,DEV-GIMPO-HANGANG,한강힐스테이트아파트,경기도 김포시 마산동 636-1,경기도 김포시 김포한강7로22번길 22,2013-02-28,마산동,,41570,10800,0,0636,0001,4157010800,primary,,41570-10800-0-0636-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576916,
A41574414,DEV-GIMPO-HANGANG,한강신도시푸르지오,경기도 김포시 운양동 1407-5,경기도 김포시 김포한강11로 179,2013-06-14,운양동,,41570,10300,0,1407,0005,4157010300,primary,,41570-10300-0-1407-0005,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574414,
A41574204,DEV-GIMPO-HANGANG,한강한라비발디,경기도 김포시 운양동 1249-1,경기도 김포시 김포한강11로255번길 149,2013-06-26,운양동,,41570,10300,0,1249,0001,4157010300,primary,,41570-10300-0-1249-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574204,
A41590101,DEV-GIMPO-HANGANG,김포한강상록데시앙,경기도 김포시 마산동 672-6,경기도 김포시 김포한강8로 173-27,2013-11-01,마산동,,41570,10800,0,0672,0006,4157010800,primary,,41570-10800-0-0672-0006,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41590101,
A41574205,DEV-GIMPO-HANGANG,김포한강신도시반도유보라2차,경기도 김포시 운양동 1300-3,경기도 김포시 김포한강11로 276,2013-11-14,운양동,,41570,10300,0,1300,0003,4157010300,primary,,41570-10300-0-1300-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574205,
A41576917,DEV-GIMPO-HANGANG,호수마을이편한세상3단지,경기도 김포시 구래동 6874-6,경기도 김포시 김포한강4로420번길 164,2014-02-25,구래동,,41570,10900,0,6874,0006,4157010900,primary,,41570-10900-0-6874-0006,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576917,
A41574207,DEV-GIMPO-HANGANG,한강신도시롯데캐슬,경기도 김포시 운양동 1301-1,경기도 김포시 김포한강11로 275,2014-04-09,운양동,,41570,10300,0,1301,0001,4157010300,primary,,41570-10300-0-1301-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574207,
A41574206,DEV-GIMPO-HANGANG,풍경마을 래미안 한강2차,경기도 김포시 운양동 1304-5,경기도 김포시 김포한강11로 227,2014-06-03,운양동,,41570,10300,0,1304,0005,4157010300,primary,,41570-10300-0-1304-0005,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574206,
A41574416,DEV-GIMPO-HANGANG,청송마을모아미래도엘가,경기도 김포시 장기동 1869-5,경기도 김포시 김포한강2로 273,2014-06-16,장기동,,41570,10400,0,1869,0005,4157010400,primary,,41570-10400-0-1869-0005,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41574416,
A41576918,DEV-GIMPO-HANGANG,김포한강나비마을3단지,경기도 김포시 구래동 6895-4,경기도 김포시 김포한강10로134번길 77,2014-09-29,구래동,,41570,10900,0,6895,0004,4157010900,primary,,41570-10900-0-6895-0004,SUCCESS,SUCCESS,code_go_kr:active,False,False,A41576918,
A10027957,DEV-GIMPO-HANGANG,구래역화성파크드림아파트,경기도 김포시 구래동 6888,경기도 김포시 김포한강8로 365,2015-06-29,구래동,,41570,10900,0,6888,0000,4157010900,primary,,41570-10900-0-6888-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027957,
A10027631,DEV-GIMPO-HANGANG,한강신도시 운양역 푸르지오,경기도 김포시 운양동 1306-2,경기도 김포시 모담공원로 17,2016-02-05,운양동,,41570,10300,0,1306,0002,4157010300,primary,,41570-10300-0-1306-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027631,
A10027505,DEV-GIMPO-HANGANG,LH호수마을 5단지아파트,경기도 김포시 구래동 6875-9,경기도 김포시 김포한강4로420번길 87,2016-04-21,구래동,,41570,10900,0,6875,0009,4157010900,primary,,41570-10900-0-6875-0009,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027505,
A10027199,DEV-GIMPO-HANGANG,한강센트럴자이1단지,경기도 김포시 장기동 2128-1,경기도 김포시 태장로 845,2017-01-20,장기동,,41570,10400,0,2128,0001,4157010400,primary,,41570-10400-0-2128-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027199,
A10027062,DEV-GIMPO-HANGANG,한강신도시 반도유보라3차,경기도 김포시 마산동 640-5,경기도 김포시 김포한강8로 173-28,2017-02-13,마산동,,41570,10800,0,0640,0005,4157010800,primary,,41570-10800-0-0640-0005,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027062,
A10027079,DEV-GIMPO-HANGANG,하늘빛마을 한신더휴테라스 11블럭,경기도 김포시 운양동 1337-1,경기도 김포시 김포한강1로 309,2017-02-27,운양동,,41570,10300,0,1337,0001,4157010300,primary,,41570-10300-0-1337-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027079,
A10027017,DEV-GIMPO-HANGANG,하늘빛마을 한신더휴테라스 8블럭,경기도 김포시 운양동 1339-1,경기도 김포시 김포한강11로 288-48,2017-02-27,운양동,,41570,10300,0,1339,0001,4157010300,primary,,41570-10300-0-1339-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027017,
A10027093,DEV-GIMPO-HANGANG,한신더휴테라스 9블럭,경기도 김포시 운양동 1293-4,경기도 김포시 김포한강11로 388,2017-02-27,운양동,,41570,10300,0,1293,0004,4157010300,primary,,41570-10300-0-1293-0004,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027093,
A10027030,DEV-GIMPO-HANGANG,한신더휴테라스12BL아파트,경기도 김포시 운양동 1288-1,경기도 김포시 김포한강11로438번길 123,2017-04-28,운양동,,41570,10300,0,1288,0001,4157010300,primary,,41570-10300-0-1288-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027030,
A10027014,DEV-GIMPO-HANGANG,한강신도시3차푸르지오,경기도 김포시 구래동 6895-2,경기도 김포시 김포한강8로 409,2017-05-23,구래동,,41570,10900,0,6895,0002,4157010900,primary,,41570-10900-0-6895-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10027014,
A10026990,DEV-GIMPO-HANGANG,한강센트럴자이2차,경기도 김포시 장기동 867,경기도 김포시 태장로 846,2017-05-29,장기동,,41570,10400,0,0867,0000,4157010400,primary,,41570-10400-0-0867-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026990,
A10026773,DEV-GIMPO-HANGANG,한강센트럴블루힐,경기도 김포시 마산동 637-3,경기도 김포시 김포한강8로 15,2017-08-14,마산동,,41570,10800,0,0637,0003,4157010800,primary,,41570-10800-0-0637-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026773,
